Utterance,Intent
I would love to book the <keyword>.,book_tour
I'm interested in booking the <keyword>.,book_tour
I would like to book the <keyword>.,book_tour
I am interested in booking the <keyword>,book_tour
I would like to book <keyword>.,book_tour
I liked to book <keyword> for <date>,book_tour
I want to book <keyword> for <date>.,book_tour
I'd like to book <keyword> for <date>.,book_tour
I want to book <keyword> for <date>.,book_tour
I would like to book <keyword>.,book_tour
I would like to reserve <keyword> for <date>,book_tour
I would like to book <keyword> for <date>,book_tour
The tour was the top rated.,book_tour
The tour for <keyword> was the top rated.,book_tour
The tour is top rated.,book_tour
The tour was top rated.,book_tour
<keyword> tour is the top rated tour.,book_tour
Best rated visit for <keyword>,book_tour
Top rated tour for <keyword>,book_tour
Top rated tour for <keyword>,book_tour
The recommended tour for <keyword> is the top one.,book_tour
Top recommended tour for <keyword>,book_tour
There is a top recommended tour for <keyword>.,book_tour
The best tour for <keyword>.,book_tour
Recommended visit for <keyword>,book_tour
<keyword> is a top recommended tour.,book_tour
<keyword> is a top recommended tour.,book_tour
Top recommended tour for <keyword>,book_tour
I want to know more about <location>.,"describe_location, recommend_poi"
Tell me more about it.,"describe_location, recommend_poi"
Tell me about <location>.,"describe_location, recommend_poi"
Please tell me more about <location>.,"describe_location, recommend_poi"
Tell me more about <location>.,"describe_location, recommend_poi"
Let me know more about <location>.,"describe_location, recommend_poi"
Tell me more about <location>.,"describe_location, recommend_poi"
Tell me about the funny facts about <location>.,"describe_location, recommend_poi"
Tell me about the funny facts.,"describe_location, recommend_poi"
Tell me some funny facts about <location>.,"describe_location, recommend_poi"
Tell me funny facts about <location>.,"describe_location, recommend_poi"
Tell me about the facts.,"describe_location, recommend_poi"
Tell me the funniest facts about <location>.,"describe_location, recommend_poi"
Tell me some funny facts.,"describe_location, recommend_poi"
Tell me funny facts about <location>.,"describe_location, recommend_poi"
Show me the best attractions.,"describe_location, recommend_poi"
Show me the main attractions <location>.,"describe_location, recommend_poi"
Show me some of the top attractions.,"describe_location, recommend_poi"
Show me the top attractions.,"describe_location, recommend_poi"
Show me the top attractions <location>.,"describe_location, recommend_poi"
Let me know what the top attractions are.,"describe_location, recommend_poi"
I want to show you the top attractions.,"describe_location, recommend_poi"
Show me top attractions <location>.,"describe_location, recommend_poi"
What are the top things to do?,"describe_location, recommend_poi"
What are the things to do?,"describe_location, recommend_poi"
What are the things to do in <location>?,"describe_location, recommend_poi"
What are the best things to do in <location>?,"describe_location, recommend_poi"
What are the top things to do in the area?,"describe_location, recommend_poi"
What are the best things to do?,"describe_location, recommend_poi"
What are the top things to do in <location>?,"describe_location, recommend_poi"
What is the distance between <location> and <location>?,generic_request
What is the distance from <location> to B014?,generic_request
How far away from <location> is it?,generic_request
How far is <location> from <location>?,generic_request
How far from <location> is it?,generic_request
How far away is <location> from each other?,generic_request
How far is <location> away from <location>?,generic_request
What is the fastest way to get to <location>?,generic_request
Which is the fastest way to get to <location>?,generic_request
How fast is it to get to <location>?,generic_request
How fast can you get to <location>?,generic_request
What is the best way to get to <location>?,generic_request
What is the fastest way to get there?,generic_request
What is the fastest way to get to <location>?,generic_request
Are there any peage roads on the road to <location>?,generic_request
Is there a toll road on the way to <location>?,generic_request
Is there any toll roads on the way to <location>?,generic_request
Can you tell me if there are any toll roads on the way to <location>?,generic_request
Are there any toll roads on the way to <location>?,generic_request
Are there toll roads on the way to <location>?,generic_request
There are toll roads on the way to <location>.,generic_request
Are there any toll roads on the way to <location>?,generic_request
Is it possible to find a parking spot near <location>?,generic_request
Are there parking spaces near <location>?,generic_request
Is there a parking lot near <location>?,generic_request
Is it possible to find parking near <location>?,generic_request
Is there a place to park near <location>?,generic_request
Is there any parking near <location>?,generic_request
Is there parking near <location>?,generic_request
Are you currently here?,needs_assistance
"Hello, are you here?",needs_assistance
Are you present?,needs_assistance
Are you there?,needs_assistance
Are you here?,needs_assistance
Hello? Are you here?,needs_assistance
Why don't you react?,needs_assistance
Why don't you answer?,needs_assistance
Why aren't you responding?,needs_assistance
Why don't you respond?,needs_assistance
Why are you not responding?,needs_assistance
Why haven't you responded?,needs_assistance
Why aren't you answering?,needs_assistance
Why aren't you responding?,needs_assistance
It's hey!,needs_assistance
"Hey, I'm okay!",needs_assistance
It's Hey!,needs_assistance
Hey!,needs_assistance
I'm Hey!,needs_assistance
Hey!,needs_assistance
Is it possible to talk to someone?,needs_assistance
Can I speak to someone?,needs_assistance
Can I talk to someone?,needs_assistance
Can I have a conversation with someone?,needs_assistance
I don't know if I can talk to someone.,needs_assistance
Can I talk to someone?,needs_assistance
I would like to speak to someone.,needs_assistance
I'd like to talk to someone.,needs_assistance
I want to talk to someone.,needs_assistance
I liked talking to a person.,needs_assistance
I would like to speak with someone.,needs_assistance
I would like to talk to someone.,needs_assistance
I would like to talk to a person.,needs_assistance
What are the coordinates?,needs_assistance
The contact info is what it is.,needs_assistance
The contact info is important.,needs_assistance
What is the name of the person?,needs_assistance
What is the contact information?,needs_assistance
What is the phone number?,needs_assistance
What is the contact info?,needs_assistance
What can I do?,recommend_activity
Is there anything I can do in <location> <time>?,recommend_activity
What can I do to improve my life?,recommend_activity
What can I do in <location> <time>?,recommend_activity
What can I do to improve the situation?,recommend_activity
What can I do to improve my situation?,recommend_activity
What can I do in <location> <time>?,recommend_activity
I don't know what I should do.,recommend_activity
What should I do?,recommend_activity
I don't know what to do <time>.,recommend_activity
What should I do <time>?,recommend_activity
I don't know what to do.,recommend_activity
"<time>, what should I do?",recommend_activity
What should I do <time>?,recommend_activity
Is it a good idea to recommend me something?,recommend_activity
Recommend something to me <time>?,recommend_activity
Is it a good idea to recommend something <time>?,recommend_activity
Recommend me a little <time>?,recommend_activity
Is it a good idea to recommend <time> to me?,recommend_activity
Is it a good idea to tell me something <time>?,recommend_activity
Do you recommend something?,recommend_activity
Recommend me something <time>?,recommend_activity
What are the best <keyword>s in the city?,recommend_activity
What are the top <keyword>s in town?,recommend_activity
What are the best <keyword>s in town?,recommend_activity
What's the best <keyword> in town?,recommend_activity
What is the best <keyword> in town?,recommend_activity
What are the best <keyword> in town?,recommend_activity
What are the best things to do in town?,recommend_activity
What are the best <keyword> in town?,recommend_activity
We are looking for a tour <number_of_people> <location> <time>.,recommend_activity
We are looking for a tour that1-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556,recommend_activity
We are looking for a tour.,recommend_activity
We are searching for a tour.,recommend_activity
We are looking for a visit <number_of_people> <location> <time>.,recommend_activity
We are looking for a tour that1-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556 is1-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-65561-6556,recommend_activity
We're looking for a tour.,recommend_activity
We are looking for a tour <number_of_people> <location> <time>.,recommend_activity
I want to book <keyword>.,recommend_activity
I would like to book <keyword>.,recommend_activity
I want to reserve <keyword>,recommend_activity
I want to book <keyword>.,recommend_activity
I'd like to book <keyword>.,recommend_activity
I would like to book <keyword>.,recommend_activity
I liked to book <keyword>,recommend_activity
I want to book <keyword>,recommend_activity
I want to book it.,recommend_activity
I'd like to book <restaurant>.,recommend_activity
I liked book <restaurant>,recommend_activity
I would love to book <restaurant>.,recommend_activity
I want to book <restaurant>.,recommend_activity
I want to reserve <restaurant>,recommend_activity
I would like to book <restaurant>.,recommend_activity
I want to book <restaurant>,recommend_activity
I am looking for a good <keyword> with budget around <budget> for <time>.,recommend_activity
I'm looking for the good <keyword> in <location> with budget around <budget> for <time>.,recommend_activity
I am looking for a good <keyword> with a budget around <budget>.,recommend_activity
I'm looking for the good <keyword> in <location> with a budget around <budget> for <time> .,recommend_activity
I am looking for a good <keyword> with a budget of around <budget>.,recommend_activity
I am looking for a good <keyword> with budget around <budget>.,recommend_activity
I am looking for a good <keyword> with a budget around <budget>.,recommend_activity
I’m looking for the good <keyword> in <location> with budget around <budget> for <time>.,recommend_activity
There is a <keyword> that is available on <date>.,recommend_activity
Find me a <keyword> available on <date> in <location>,recommend_activity
I can find it on <date> and <location>.,recommend_activity
It's possible to find <keyword> on <date>.,recommend_activity
It's possible to find <keyword> that's available on <date>.,recommend_activity
There is a <keyword> that is available on <date>.,recommend_activity
Find me something <keyword> available on <date> in <location>,recommend_activity
Find me some <keyword> that's available  on <date> in <location>,recommend_activity
I can find <keyword> that's under <budget> and available on <date>.,recommend_activity
I can find <keyword> under <budget> and on <date>.,recommend_activity
You can find <keyword> that's under <budget> and available on <date>.,recommend_activity
I can find <keyword> that's under <budget> and available on <date>.,recommend_activity
Find me something <keyword> that's under <budget> and available on <date> in <location>.,recommend_activity
Find me a <keyword> under <budget> and available on <date> in <location>,recommend_activity
I can find <keyword> under <budget> and it's available on <date>.,recommend_activity
Find me some <keyword> that's under <budget> and available  on <date> in <location>,recommend_activity
It's under <budget> and available on <date>.,recommend_activity
Show me some <keyword> that is under <budget> and available on <date> in <location>,recommend_activity
I want to know if there's a <keyword> that's under <budget> and available on <date>.,recommend_activity
Show me some <keyword> that's under <budget> and can be found on <date> in <location>.,recommend_activity
I want to know if there is a <keyword> that is under <budget> and available on <date>.,recommend_activity
I want to know if there's a <keyword> that's available on <date> and <budget>.,recommend_activity
I want to know if there's a <keyword> that's available on <date> and <budget>.,recommend_activity
Show me some <keyword> that's under <budget> and available  on <date> in <location>,recommend_activity
There are things to do under <budget>.,recommend_activity
What are the things to do under <budget>?,recommend_activity
What are the things to do?,recommend_activity
What to do under <budget>?,recommend_activity
What should we do under <budget>?,recommend_activity
"Under <budget>, what are things to do?",recommend_activity
What are things to do under <budget>?,recommend_activity
I'm looking for a trip to <location>.,recommend_activity
I'm looking for a trip from B029 to B029.,recommend_activity
I'm looking for a ride from <location> to nearby <location>.,recommend_activity
I'm looking for a trip from <location> to <duration>.,recommend_activity
I'm trying to find a trip from <location> to nearby <location>.,recommend_activity
I'm looking for a <duration> trip from <location> to <location> near,recommend_activity
I'm looking for a trip to <duration> from <location> to proximity <location>,recommend_activity
I'm looking for a <duration> trip from <location> to nearby <location>,recommend_activity
Looking for a trip to get some <keyword>.,recommend_activity
Looking for a trip to get <keyword> from <location>.,recommend_activity
Looking for a trip to <duration> to have some <keyword> from <location>,recommend_activity
I'm looking for a trip to get some <keyword>.,recommend_activity
I'm looking for a trip to have some <keyword>.,recommend_activity
Looking for an <duration> trip to have some <keyword> of <location>,recommend_activity
Looking for a trip to have some <keyword>.,recommend_activity
Looking for a <duration> trip to have some <keyword> from <location>,recommend_activity
Can you show me a nice place in <location>?,recommend_activity
Can you show me a place that is nice?,recommend_activity
I would like to see a nice place in <location>.,recommend_activity
Can you show me a nice place?,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
I want to know if you can show me a nice place in <location>.,recommend_activity
I want to know if you can show me a nice place.,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
I am traveling with my family and looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and was looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and I was looking for a great tour.,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great visit <keyword>,recommend_activity
I am traveling with my family in <location> and was looking for a great tour.,recommend_activity
I am traveling with my family and was looking for a great tour.,recommend_activity
Hi: I am traveling with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
What's going on here?,"recommend_activity, recommend_poi"
What is it that makes this place fun?,"recommend_activity, recommend_poi"
What's it like here?,"recommend_activity, recommend_poi"
What is it about this place that makes it fun?,"recommend_activity, recommend_poi"
What is it about this area that makes it fun?,"recommend_activity, recommend_poi"
What is it about here that makes it fun?,"recommend_activity, recommend_poi"
What's fun around here?,"recommend_activity, recommend_poi"
Show me most <adjective> pages on Tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> websites.,"recommend_activity, recommend_poi"
Show me where the <adjective> sites are.,"recommend_activity, recommend_poi"
Let me know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
I want to know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I'd like to go <country>.,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I want to go to <country>.,"recommend_activity, recommend_poi"
I would love to go <country>.,"recommend_activity, recommend_poi"
I want to go <country>.,"recommend_activity, recommend_poi"
I want <country>,"recommend_activity, recommend_poi"
I want to go <country>,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> in <location>.,"recommend_activity, recommend_poi"
I liked to book the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
I want to reserve the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> and the <keyword> for C029.,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> in <location>.,"recommend_activity, recommend_poi"
I would like to book the <keyword> for D05 and the <keyword> for C05.,"recommend_activity, recommend_poi"
I want to book the <keyword> for D05.,"recommend_activity, recommend_poi"
I want to book the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
Can you help us quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote for the following <keyword>?,"recommend_activity, recommend_poi"
Can you please help quote for the following <keyword>,"recommend_activity, recommend_poi"
Is it possible for you to quote for <keyword>?,"recommend_activity, recommend_poi"
Is it possible to quote for the following <keyword>?,"recommend_activity, recommend_poi"
Can you please assist to quote for the following <keyword>,"recommend_activity, recommend_poi"
Things have to be done in <location>.,"recommend_activity, recommend_poi"
It's necessary to do things in <location>.,"recommend_activity, recommend_poi"
It is necessary to do things in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
Things must be done in <location>.,"recommend_activity, recommend_poi"
There are things that must be done in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
There are some top locations for kids.,recommend_poi
Best places for children,recommend_poi
There are some top locations for children.,recommend_poi
Top locations for children,recommend_poi
There are top places for kids.,recommend_poi
There are top locations for children.,recommend_poi
There are top locations for kids.,recommend_poi
Top locations for kids,recommend_poi
There are top places to see in the month.,recommend_poi
There are top places to see in <keyword>.,recommend_poi
There are top places to see in <keyword>.,recommend_poi
There are some top places to see in the month.,recommend_poi
Top places to see in <keyword> (month),recommend_poi
Best places to see in <keyword> (month),recommend_poi
There are top places to see in this month.,recommend_poi
Top places to see in <keyword> (month),recommend_poi
Show me most <adjective> pages,recommend_poi
Send me the most <adjective> sites.,recommend_poi
I want to know the most <adjective> sites.,recommend_poi
Tell me the most <adjective> sites.,recommend_poi
Show me most sites <adjective>,recommend_poi
Show me the most <adjective> sites.,recommend_poi
Let me know the most <adjective> sites.,recommend_poi
Show me the most <adjective> sites,recommend_poi
Show me what's hidden.,recommend_poi
Show me gems that I don't know.,recommend_poi
Show me gems that are hidden.,recommend_poi
Show me the gems.,recommend_poi
Show me hidden gems,recommend_poi
Show me the gems that are hidden.,recommend_poi
Show me some precious hidden stones.,recommend_poi
Show me hidden gems,recommend_poi
Show me where the hidden locations are.,recommend_poi
Show me the places that are hidden.,recommend_poi
Show me hidden places,recommend_poi
Let me know where the hidden locations are.,recommend_poi
Show me places that are hidden.,recommend_poi
Show me where the hidden places are.,recommend_poi
Show me the hiding places,recommend_poi
Show me hidden locations,recommend_poi
There are locations with less people.,recommend_poi
There are places with less people.,recommend_poi
The locations have less people.,recommend_poi
There are locations that have less people.,recommend_poi
There are locations with fewer people.,recommend_poi
Plots with fewer people,recommend_poi
Sites with fewer people,recommend_poi
Locations with less people,recommend_poi
Show me places that aren't crowded.,recommend_poi
Show me places that are not as crowded.,recommend_poi
Show me places that are less crowded.,recommend_poi
Show me places that are not crowded.,recommend_poi
Show me less crowded places,recommend_poi
Show me some less frequent places.,recommend_poi
Show me less crowded places.,recommend_poi
Show me less crowded locations,recommend_poi
I'm looking for festivals.,recommend_poi
I'm looking for things to do.,recommend_poi
I'm interested in festivals.,recommend_poi
I'm searching for festivals.,recommend_poi
I'm looking for events.,recommend_poi
I'm looking for festivals,recommend_poi
I'm looking for festivals,recommend_poi
What is the location of <keyword> festival?,recommend_poi
What is the location of the <keyword> festival?,recommend_poi
Where is the <keyword> festival?,recommend_poi
Where is the <keyword> festival?,recommend_poi
Where's the <keyword> festival?,recommend_poi
Where's the <keyword> Festival?,recommend_poi
What is the location of the <keyword> festival?,recommend_poi
Where is <keyword> festival?,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
<keyword> is a top recommended restaurant.,recommend_poi
Top recommended restaurant <keyword>,recommend_poi
Top recommended <keyword> Restaurant,recommend_poi
There is a top recommended restaurant.,recommend_poi
<keyword> restaurant is a top recommended restaurant.,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
Top recommended <keyword> restaurant,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Food <keyword> best rated,recommend_poi
The food is top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Top rated <keyword> food,recommend_poi
Top rated <keyword> food,recommend_poi
The top rated restaurant is <keyword>.,recommend_poi
Top rated <keyword> Restaurant,recommend_poi
The restaurant is top rated.,recommend_poi
Restaurant <keyword> the best score,recommend_poi
<keyword> restaurant is a top rated restaurant.,recommend_poi
<keyword> restaurant is top rated.,recommend_poi
A top rated restaurant.,recommend_poi
Top rated <keyword> restaurant,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food,recommend_poi
I want <keyword> food.,recommend_poi
I want <keyword> food,recommend_poi
Please make a reservation for me.,reservation_inquiry
"I'd like to make a reservation, please.",reservation_inquiry
I'd like to make a reservation.,reservation_inquiry
I want to make a reservation.,reservation_inquiry
I was happy to make a reservation please,reservation_inquiry
Please let me know if I can make a reservation.,reservation_inquiry
I would like to make a reservation.,reservation_inquiry
I WOULD like to make a reservation please,reservation_inquiry
I don't know how to make a reservation.,reservation_inquiry
How can I reserve?,reservation_inquiry
Is it possible to make a reservation?,reservation_inquiry
How do I make a reservation?,reservation_inquiry
I want to make a reservation.,reservation_inquiry
How can I make a reservation?,reservation_inquiry
How do i make a reservation?,reservation_inquiry
I would like to make a table reservation.,reservation_inquiry
I want to make a table reservation.,reservation_inquiry
I would like to make a reservation for a table.,reservation_inquiry
I liked to make table reservation at <restaurant>,reservation_inquiry
I would like to reserve a table.,reservation_inquiry
I'd like to make a table reservation at <restaurant>,reservation_inquiry
I would like to make a reservation.,reservation_inquiry
I would like to make table reservation at <restaurant>,reservation_inquiry
I have to make a group reservation.,reservation_inquiry
I need to make a group reservation.,reservation_inquiry
I have to make a group reservation at <restaurant>.,reservation_inquiry
I have to make a group reservation to <restaurant>,reservation_inquiry
I need to make a reservation for a group.,reservation_inquiry
I need to make a reservation.,reservation_inquiry
I need a group reservation.,reservation_inquiry
I need to make a group reservation at <restaurant>,reservation_inquiry
"I need the bill copy of a purchase, can you help me?",reservation_inquiry
"I need the invoice for a purchase made by my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase from my boss?,reservation_inquiry
"I need a copy of a purchase from my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase?,reservation_inquiry
I need a copy of the bill for my boss.,reservation_inquiry
Can you help me get the bill copy of my purchase from my boss?,reservation_inquiry
"I need the bill copy of a purchase made by my boss, can you help me?",reservation_inquiry
I need the bill copy for my boss.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need my boss's bill copy.,reservation_inquiry
I need a copy of my boss's purchase.,reservation_inquiry
I need a bill copy for my boss.,reservation_inquiry
I need the bill for a purchase made by my boss.,reservation_inquiry
I need a copy of the bill for my boss.,reservation_inquiry
I need the bill copy of a purchase made by my boss.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need the invoice copy of a purchase.,reservation_inquiry
I need the invoice for the purchase.,reservation_inquiry
I need a bill copy for the purchase.,reservation_inquiry
The bill copy is needed.,reservation_inquiry
I need the bill for a purchase.,reservation_inquiry
I need the bill copy for the purchase.,reservation_inquiry
I need the bill copy of a purchase.,reservation_inquiry
I didn't get a receipt.,reservation_inquiry
I didn't receive a receipt.,reservation_inquiry
I did not get a receipt.,reservation_inquiry
I did not receive a receipt.,reservation_inquiry
I don't have a receipt.,reservation_inquiry
I didn't receive a receipt,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When's my reservation for <keyword>?,reservation_inquiry
When am I able to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
"If we pay, is this a confirmed reservation?",reservation_regulations
Is it a confirmed reservation if we pay?,reservation_regulations
Is this confirmed if we pay?,reservation_regulations
"If we pay, is it a confirmed reservation?",reservation_regulations
Is this a confirmed reservation if we pay?,reservation_regulations
Is this a fixed reservation when we pay?,reservation_regulations
Is this a confirmed reservation if we pay?,reservation_regulations
Why are we being charged for a tour?,reservation_regulations
Why are we being charged to go on a tour?,reservation_regulations
We would like to make a reservation for a tour.,reservation_regulations
we liked to make a reservation at <restaurant>. Why are we commissioned to do a tour?,reservation_regulations
We would like to make a reservation.,reservation_regulations
we would like to make a reservation in <restaurant>. Why are we responsible for making a visit,reservation_regulations
We want to make a reservation at <restaurant>.,reservation_regulations
we would like to make a reservation at <restaurant>. Why are we being charged to take a tour,reservation_regulations
"Hello, if the application for <restaurant> is not fulfilled, will the costs be reimbursed?",reservation_regulations
"Hello, if the request is not met for <restaurant>, will the cost be refunded?",reservation_regulations
Will the cost be forgiven if the request is not fulfilled?,reservation_regulations
Will the cost be returned if the request is not fulfilled?,reservation_regulations
Will the cost be refunded if the request is not fulfilled?,reservation_regulations
Will the cost be paid back if the request is not fulfilled?,reservation_regulations
Will the cost be reimbursed if the request is not fulfilled?,reservation_regulations
"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?",reservation_regulations
This is a sure reservation?,reservation_regulations
Is this a sure thing?,reservation_regulations
Is that a secure reservation?,reservation_regulations
Is this a sure reservation?,reservation_regulations
Is that a safe reservation?,reservation_regulations
Is this a good idea?,reservation_regulations
Is it a sure reservation?,reservation_regulations
Is this a sure reservation?,reservation_regulations
Do you give a full refund if you can't get a reservation?,reservation_regulations
Please explain if you are not in a position to guarantee reservation are you making a full refund?,reservation_regulations
Do you do a full refund if you can't get a reservation?,reservation_regulations
Do you do a full refund if you can't secure a reservation?,reservation_regulations
Do you do a full refunds if you can't get a reservation?,reservation_regulations
"Please explain if you are not able to secure the reservation, do you do a full refund?",reservation_regulations
Do you offer a full refund if you can't get a reservation?,reservation_regulations
Please explain if you are unable to secure reservation do you do a full refund?,reservation_regulations
How long will I know if the reservation is successful or not?,reservation_regulations
How quickly will I find out if the reservation is successful or not?,reservation_regulations
How soon will I know if the reservation is a success?,reservation_regulations
I don't know when I'll find out if the reservation is a success or not.,reservation_regulations
How soon will I know if the reservation is successful or not?,reservation_regulations
How soon will I know if the reservation is a success or not?,reservation_regulations
I don't know when I'll find out if the reservation is successful or not.,reservation_regulations
How soon will I find out if the reservation is successful or not?,reservation_regulations
Is it possible to confirm by <time>.,reservation_update_request
Is it possible to confirm by E064.,reservation_update_request
Can you confirm it?,reservation_update_request
Can you confirm by <time> please?,reservation_update_request
Is it possible to confirm by <time>?,reservation_update_request
