Utterance,Intent
What are the things to do under <budget>?,recommend_activity
What are the things to do?,recommend_activity
What to do under <budget>?,recommend_activity
What should we do under <budget>?,recommend_activity
"Under <budget>, what are things to do?",recommend_activity
What are things to do under <budget>?,recommend_activity
<keyword> should be done by car.,recommend_activity
recommended <keyword> to do with the car,recommend_activity
<keyword> recommends to do in car,recommend_activity
<keyword> was recommended to do by car.,recommend_activity
<keyword> is recommended to do by car.,recommend_activity
<keyword> was recommended to do by car.,recommend_activity
<keyword> should be done by car.,recommend_activity
recommended <keyword> to do by car,recommend_activity
Fun activities for children,recommend_activity
There are fun activities for kids.,recommend_activity
There are a lot of fun activities for kids.,recommend_activity
There are a lot of fun activities for children.,recommend_activity
There are fun activities for children.,recommend_activity
There are lots of fun activities for kids.,recommend_activity
Fun activities for kids,recommend_activity
"My budget is <budget>, what should I do?",recommend_activity
I'm going to <location> <time>. I like <keyword>. My budget is <budget>. What should I do?,recommend_activity
I have a budget of <budget>.,recommend_activity
I don't know what to do with my budget.,recommend_activity
I have a budget of <budget> and I like <keyword>.,recommend_activity
I have a budget of <budget> and I like <keyword>.,recommend_activity
I'm going to <location> <time>. I like <keyword>. My budget is <budget>. What should I do?,recommend_activity
I would like to see <location>,recommend_activity
I would love to see <location>.,recommend_activity
I liked to see <location>.,recommend_activity
<location> is something I would like to see.,recommend_activity
I would like to see it.,recommend_activity
I want to see <location>.,recommend_activity
I'd like to see <location>.,recommend_activity
I would like to see <location>,recommend_activity
I'm looking for a trip to <location>.,recommend_activity
I'm looking for a trip from B029 to B029.,recommend_activity
I'm looking for a ride from <location> to nearby <location>.,recommend_activity
I'm looking for a trip from <location> to <duration>.,recommend_activity
I'm trying to find a trip from <location> to nearby <location>.,recommend_activity
I'm looking for a <duration> trip from <location> to <location> near,recommend_activity
I'm looking for a trip to <duration> from <location> to proximity <location>,recommend_activity
I'm looking for a <duration> trip from <location> to nearby <location>,recommend_activity
Looking for a trip to get some <keyword>.,recommend_activity
Looking for a trip to get <keyword> from <location>.,recommend_activity
Looking for a trip to <duration> to have some <keyword> from <location>,recommend_activity
I'm looking for a trip to get some <keyword>.,recommend_activity
I'm looking for a trip to have some <keyword>.,recommend_activity
Looking for an <duration> trip to have some <keyword> of <location>,recommend_activity
Looking for a trip to have some <keyword>.,recommend_activity
Looking for a <duration> trip to have some <keyword> from <location>,recommend_activity
Can you show me a nice place in <location>?,recommend_activity
Can you show me a place that is nice?,recommend_activity
I would like to see a nice place in <location>.,recommend_activity
Can you show me a nice place?,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
I want to know if you can show me a nice place in <location>.,recommend_activity
I want to know if you can show me a nice place.,recommend_activity
Can you please show me a nice place in <location>?,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
I am traveling with my family and looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and was looking for a great tour.,recommend_activity
I am traveling with my family in <location> on <date> and I was looking for a great tour.,recommend_activity
Hello: I travel with my family in <location> on <date> and was looking for a great visit <keyword>,recommend_activity
I am traveling with my family in <location> and was looking for a great tour.,recommend_activity
I am traveling with my family and was looking for a great tour.,recommend_activity
Hi: I am traveling with my family in <location> on <date> and was looking for a great <keyword> tour,recommend_activity
Show me most <adjective> pages on Tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
Show me the most <adjective> websites.,"recommend_activity, recommend_poi"
Show me where the <adjective> sites are.,"recommend_activity, recommend_poi"
Let me know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
I want to know the most <adjective> sites on tourmega.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites.,"recommend_activity, recommend_poi"
Show me the most <adjective> sites on tourmega,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I'd like to go <country>.,"recommend_activity, recommend_poi"
I would like to go <country>.,"recommend_activity, recommend_poi"
I want to go to <country>.,"recommend_activity, recommend_poi"
I would love to go <country>.,"recommend_activity, recommend_poi"
I want to go <country>.,"recommend_activity, recommend_poi"
I want <country>,"recommend_activity, recommend_poi"
I want to go <country>,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> in <location>.,"recommend_activity, recommend_poi"
I liked to book the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
I want to reserve the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> and the <keyword> for C029.,"recommend_activity, recommend_poi"
I would like to book the <keyword> for <date> in <location>.,"recommend_activity, recommend_poi"
I would like to book the <keyword> for D05 and the <keyword> for C05.,"recommend_activity, recommend_poi"
I want to book the <keyword> for D05.,"recommend_activity, recommend_poi"
I want to book the <keyword> for <date> in <location> for <number_of_people>,"recommend_activity, recommend_poi"
Can you help us quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote the following <keyword>?,"recommend_activity, recommend_poi"
Is there a way to quote for the following <keyword>?,"recommend_activity, recommend_poi"
Can you please help quote for the following <keyword>,"recommend_activity, recommend_poi"
Is it possible for you to quote for <keyword>?,"recommend_activity, recommend_poi"
Is it possible to quote for the following <keyword>?,"recommend_activity, recommend_poi"
Can you please assist to quote for the following <keyword>,"recommend_activity, recommend_poi"
There is a top recommended activity.,"recommend_activity, recommend_poi"
Top activity to do.,"recommend_activity, recommend_poi"
Recommended activity,"recommend_activity, recommend_poi"
The top activity is recommended.,"recommend_activity, recommend_poi"
Top activity that should be done.,"recommend_activity, recommend_poi"
It's the top recommended activity.,"recommend_activity, recommend_poi"
Top recommended activity,"recommend_activity, recommend_poi"
Top recommended activity,"recommend_activity, recommend_poi"
Things have to be done in <location>.,"recommend_activity, recommend_poi"
It's necessary to do things in <location>.,"recommend_activity, recommend_poi"
It is necessary to do things in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
Things must be done in <location>.,"recommend_activity, recommend_poi"
There are things that must be done in <location>.,"recommend_activity, recommend_poi"
Must do things in <location>,"recommend_activity, recommend_poi"
Show me what's hidden.,recommend_poi
Show me gems that I don't know.,recommend_poi
Show me gems that are hidden.,recommend_poi
Show me the gems.,recommend_poi
Show me hidden gems,recommend_poi
Show me the gems that are hidden.,recommend_poi
Show me some precious hidden stones.,recommend_poi
Show me hidden gems,recommend_poi
Show me where the hidden locations are.,recommend_poi
Show me the places that are hidden.,recommend_poi
Show me hidden places,recommend_poi
Let me know where the hidden locations are.,recommend_poi
Show me places that are hidden.,recommend_poi
Show me where the hidden places are.,recommend_poi
Show me the hiding places,recommend_poi
Show me hidden locations,recommend_poi
There are locations with less people.,recommend_poi
There are places with less people.,recommend_poi
The locations have less people.,recommend_poi
There are locations that have less people.,recommend_poi
There are locations with fewer people.,recommend_poi
Plots with fewer people,recommend_poi
Sites with fewer people,recommend_poi
Locations with less people,recommend_poi
Show me places that aren't crowded.,recommend_poi
Show me places that are not as crowded.,recommend_poi
Show me places that are less crowded.,recommend_poi
Show me places that are not crowded.,recommend_poi
Show me less crowded places,recommend_poi
Show me some less frequent places.,recommend_poi
Show me less crowded places.,recommend_poi
Show me less crowded locations,recommend_poi
I'm looking for festivals.,recommend_poi
I'm looking for things to do.,recommend_poi
I'm interested in festivals.,recommend_poi
I'm searching for festivals.,recommend_poi
I'm looking for events.,recommend_poi
I'm looking for festivals,recommend_poi
I'm looking for festivals,recommend_poi
What is the location of <keyword> festival?,recommend_poi
What is the location of the <keyword> festival?,recommend_poi
Where is the <keyword> festival?,recommend_poi
Where is the <keyword> festival?,recommend_poi
Where's the <keyword> festival?,recommend_poi
Where's the <keyword> Festival?,recommend_poi
What is the location of the <keyword> festival?,recommend_poi
Where is <keyword> festival?,recommend_poi
Where can I get <keyword> food?,recommend_poi
Where can I find <keyword> food?,recommend_poi
Where can I get <keyword> food?,recommend_poi
Is there a place where I can find <keyword> food?,recommend_poi
Or can I find <keyword> food?,recommend_poi
Where can I buy <keyword> food?,recommend_poi
Where can I find food?,recommend_poi
Where can I find <keyword> food?,recommend_poi
Show me places to eat.,recommend_poi
Show me the best restaurants,recommend_poi
Show me the best places to eat.,recommend_poi
Show me the best restaurants.,recommend_poi
I want to show you the best restaurants.,recommend_poi
Tell me about the best restaurants.,recommend_poi
Show me best restaurants,recommend_poi
I want to know the best restaurants for <keyword> food.,recommend_poi
Show me the best places to eat.,recommend_poi
I want to know the best restaurants for <keyword>.,recommend_poi
Show me the best restaurants for food <keyword>,recommend_poi
I need to know the best restaurants for <keyword> food.,recommend_poi
I want to know the best restaurants for <keyword> food.,recommend_poi
Show me the best restaurants for <keyword> food,recommend_poi
Show me best restaurants for <keyword> food,recommend_poi
<keyword> is the top recommended food.,recommend_poi
<keyword> food is the top recommended food.,recommend_poi
<keyword> food is recommended.,recommend_poi
Top recommended <keyword> foods,recommend_poi
The recommended food is <keyword>.,recommend_poi
<keyword> recommended foods,recommend_poi
<keyword> food is recommended.,recommend_poi
Top recommended <keyword> food,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
<keyword> is a top recommended restaurant.,recommend_poi
Top recommended restaurant <keyword>,recommend_poi
Top recommended <keyword> Restaurant,recommend_poi
There is a top recommended restaurant.,recommend_poi
<keyword> restaurant is a top recommended restaurant.,recommend_poi
<keyword> restaurant is recommended.,recommend_poi
Top recommended <keyword> restaurant,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is the top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Food <keyword> best rated,recommend_poi
The food is top rated.,recommend_poi
<keyword> food is top rated.,recommend_poi
Top rated <keyword> food,recommend_poi
Top rated <keyword> food,recommend_poi
The top rated restaurant is <keyword>.,recommend_poi
Top rated <keyword> Restaurant,recommend_poi
The restaurant is top rated.,recommend_poi
Restaurant <keyword> the best score,recommend_poi
<keyword> restaurant is a top rated restaurant.,recommend_poi
<keyword> restaurant is top rated.,recommend_poi
A top rated restaurant.,recommend_poi
Top rated <keyword> restaurant,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
I would like <keyword> food.,recommend_poi
<keyword> food is what I want.,recommend_poi
I want <keyword> food,recommend_poi
I want <keyword> food.,recommend_poi
I want <keyword> food,recommend_poi
I have to make a group reservation.,reservation_inquiry
I need to make a group reservation.,reservation_inquiry
I have to make a group reservation at <restaurant>.,reservation_inquiry
I have to make a group reservation to <restaurant>,reservation_inquiry
I need to make a reservation for a group.,reservation_inquiry
I need to make a reservation.,reservation_inquiry
I need a group reservation.,reservation_inquiry
I need to make a group reservation at <restaurant>,reservation_inquiry
"I need the bill copy of a purchase, can you help me?",reservation_inquiry
"I need the invoice for a purchase made by my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase from my boss?,reservation_inquiry
"I need a copy of a purchase from my boss, can you help me?",reservation_inquiry
Can you help me with the bill copy of my purchase?,reservation_inquiry
I need a copy of the bill for my boss.,reservation_inquiry
Can you help me get the bill copy of my purchase from my boss?,reservation_inquiry
"I need the bill copy of a purchase made by my boss, can you help me?",reservation_inquiry
I need the bill copy for my boss.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need my boss's bill copy.,reservation_inquiry
I need a copy of my boss's purchase.,reservation_inquiry
I need a bill copy for my boss.,reservation_inquiry
I need the bill for a purchase made by my boss.,reservation_inquiry
I need a copy of the bill for my boss.,reservation_inquiry
I need the bill copy of a purchase made by my boss.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need the invoice copy of a purchase.,reservation_inquiry
I need the invoice for the purchase.,reservation_inquiry
I need a bill copy for the purchase.,reservation_inquiry
The bill copy is needed.,reservation_inquiry
I need the bill for a purchase.,reservation_inquiry
I need the bill copy for the purchase.,reservation_inquiry
I need the bill copy of a purchase.,reservation_inquiry
I need the bill copy for the reservation.,reservation_inquiry
I need a copy of the reservation bill.,reservation_inquiry
I need a copy of a reservation.,reservation_inquiry
I need a reservation bill.,reservation_inquiry
I need the bill for the reservation.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need a copy of the bill for the reservation.,reservation_inquiry
I need the bill copy of a reservation.,reservation_inquiry
I need a copy of a purchase invoice.,reservation_inquiry
I need a copy of a bill.,reservation_inquiry
I need a copy of the bill.,reservation_inquiry
I need a copy of the purchase invoice.,reservation_inquiry
I need a copy of a purchase ticket.,reservation_inquiry
I need a copy of the purchase bill.,reservation_inquiry
There is a bill of a purchase.,reservation_inquiry
I need the copy of a bill of a purchase.,reservation_inquiry
I didn't get a receipt.,reservation_inquiry
I didn't receive a receipt.,reservation_inquiry
I did not get a receipt.,reservation_inquiry
I did not receive a receipt.,reservation_inquiry
I don't have a receipt.,reservation_inquiry
I didn't receive a receipt,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When's my reservation for <keyword>?,reservation_inquiry
When am I able to make a reservation for <keyword>?,reservation_inquiry
When will I be able to make a reservation for <keyword>?,reservation_inquiry
When am I supposed to make a reservation for <keyword>?,reservation_inquiry
When is my reservation for <keyword>?,reservation_inquiry
Why are we being charged for a tour?,reservation_regulations
Why are we being charged to go on a tour?,reservation_regulations
We would like to make a reservation for a tour.,reservation_regulations
we liked to make a reservation at <restaurant>. Why are we commissioned to do a tour?,reservation_regulations
We would like to make a reservation.,reservation_regulations
we would like to make a reservation in <restaurant>. Why are we responsible for making a visit,reservation_regulations
We want to make a reservation at <restaurant>.,reservation_regulations
we would like to make a reservation at <restaurant>. Why are we being charged to take a tour,reservation_regulations
"Hello, if the application for <restaurant> is not fulfilled, will the costs be reimbursed?",reservation_regulations
"Hello, if the request is not met for <restaurant>, will the cost be refunded?",reservation_regulations
Will the cost be forgiven if the request is not fulfilled?,reservation_regulations
Will the cost be returned if the request is not fulfilled?,reservation_regulations
Will the cost be refunded if the request is not fulfilled?,reservation_regulations
Will the cost be paid back if the request is not fulfilled?,reservation_regulations
Will the cost be reimbursed if the request is not fulfilled?,reservation_regulations
"Hi, if the request is not fulfilled for <restaurant>, will the cost be refunded?",reservation_regulations
This is a sure reservation?,reservation_regulations
Is this a sure thing?,reservation_regulations
Is that a secure reservation?,reservation_regulations
Is this a sure reservation?,reservation_regulations
Is that a safe reservation?,reservation_regulations
Is this a good idea?,reservation_regulations
Is it a sure reservation?,reservation_regulations
Is this a sure reservation?,reservation_regulations
Do you give a full refund if you can't get a reservation?,reservation_regulations
Please explain if you are not in a position to guarantee reservation are you making a full refund?,reservation_regulations
Do you do a full refund if you can't get a reservation?,reservation_regulations
Do you do a full refund if you can't secure a reservation?,reservation_regulations
Do you do a full refunds if you can't get a reservation?,reservation_regulations
"Please explain if you are not able to secure the reservation, do you do a full refund?",reservation_regulations
Do you offer a full refund if you can't get a reservation?,reservation_regulations
Please explain if you are unable to secure reservation do you do a full refund?,reservation_regulations
I wonder if there is a backup for the payment if the reservation is a scam.,reservation_regulations
I wonder if there is a backup for the payment if the reservation was a scam.,reservation_regulations
I wonder if there is a backup for the payment in case the reservation was a scam.,reservation_regulations
"If the reservation was a scam, I would like to know if there was a backup for the payment.",reservation_regulations
I want to know the process a little more cautious and wonder if there is the backup for the payment if the reservation was a scam,reservation_regulations
I liked to know the process a bit more carefully and ask myself if there is the backup for the payment if the reservation was a fraud,reservation_regulations
"If the reservation was a scam, I wonder if there was a backup for the payment.",reservation_regulations
I want to know the process little more careful and wonder if there are the backup for the payment if the reservation was a scam,reservation_regulations
How long will I know if the reservation is successful or not?,reservation_regulations
How quickly will I find out if the reservation is successful or not?,reservation_regulations
How soon will I know if the reservation is a success?,reservation_regulations
I don't know when I'll find out if the reservation is a success or not.,reservation_regulations
How soon will I know if the reservation is successful or not?,reservation_regulations
How soon will I know if the reservation is a success or not?,reservation_regulations
I don't know when I'll find out if the reservation is successful or not.,reservation_regulations
How soon will I find out if the reservation is successful or not?,reservation_regulations
An email was sent to support the reservation.,reservation_update_request
I have an e-mail to the support about the reservation <confirmation_code>,reservation_update_request
I sent an email to support reservation <confirmation_code>,reservation_update_request
I sent a support email.,reservation_update_request
The email was sent to support the reservation.,reservation_update_request
I sent an email to support.,reservation_update_request
I sent an email to support the reservation.,reservation_update_request
I sent an email to support about reservation <confirmation_code>,reservation_update_request
